document_id,user_id,document_type,submission_date,verification_status,ai_confidence_score,fraud_detection_flag,processing_time_sec,comments
DOC00942,USER9214,ID Card,2024-11-20,Manual Review,73.06,True,4.61,Issues detected
DOC00943,USER8219,ID Card,2025-01-28,Verified,86.24,False,1.09,Valid document
DOC00944,USER2432,ID Card,2025-01-04,Verified,97.28,False,4.09,Valid document
DOC00945,USER2459,Utility Bill,2024-10-12,Verified,93.65,False,3.48,Valid document
DOC00946,USER5686,Passport,2025-01-22,Rejected,25.15,False,2.74,Issues detected
DOC00947,USER8750,ID Card,2024-12-10,Verified,94.42,False,2.39,Valid document
DOC00948,USER3940,Utility Bill,2024-09-14,Rejected,48.7,False,4.58,Issues detected
DOC00949,USER8808,ID Card,2024-04-14,Rejected,10.82,False,1.91,Issues detected
DOC00950,USER7919,Passport,2024-10-28,Manual Review,66.6,True,3.88,Issues detected
DOC00951,USER5199,Bank Statement,2025-03-21,Manual Review,55.75,False,4.27,Issues detected
DOC00952,USER1148,Driver's License,2024-05-13,Verified,94.32,False,3.61,Valid document
DOC00953,USER9374,Driver's License,2024-11-08,Manual Review,67.42,False,3.43,Issues detected
DOC00954,USER2724,Passport,2024-04-04,Verified,95.48,False,1.41,Valid document
DOC00955,USER8356,ID Card,2025-03-07,Verified,96.8,False,1.57,Valid document
DOC00956,USER5645,Utility Bill,2024-08-08,Manual Review,73.99,False,1.96,Issues detected
DOC00957,USER5460,Bank Statement,2024-06-07,Manual Review,52.18,False,3.05,Issues detected
DOC00958,USER9935,Passport,2024-04-21,Manual Review,74.29,True,4.89,Issues detected
DOC00959,USER4156,Driver's License,2024-09-02,Rejected,14.68,True,1.37,Issues detected
DOC00960,USER2728,ID Card,2024-10-16,Manual Review,67.55,True,3.24,Issues detected
DOC00961,USER5439,Driver's License,2024-12-22,Manual Review,59.4,True,3.4,Issues detected
DOC00962,USER6447,Utility Bill,2024-07-25,Verified,87.23,False,2.06,Valid document
DOC00963,USER4598,Driver's License,2024-07-13,Rejected,40.77,False,2.88,Issues detected
DOC00964,USER8151,Passport,2024-10-30,Rejected,35.7,True,4.05,Issues detected
DOC00965,USER8426,Driver's License,2025-01-25,Verified,90.5,False,1.46,Valid document
DOC00966,USER4451,Driver's License,2024-07-18,Manual Review,62.67,False,1.75,Issues detected
DOC00967,USER5301,ID Card,2024-07-17,Rejected,41.52,True,3.93,Issues detected
DOC00968,USER2071,Driver's License,2024-05-09,Manual Review,64.39,True,0.76,Issues detected
DOC00969,USER8286,Utility Bill,2024-08-14,Manual Review,70.44,True,3.49,Issues detected
DOC00970,USER5788,Bank Statement,2025-01-16,Manual Review,57.4,False,3.6,Issues detected
DOC00971,USER4131,ID Card,2024-11-05,Rejected,44.04,False,1.43,Issues detected
DOC00972,USER8934,Passport,2024-10-30,Rejected,22.65,True,0.58,Issues detected
DOC00973,USER6279,Passport,2024-12-06,Manual Review,70.68,True,3.83,Issues detected
DOC00974,USER2829,Utility Bill,2025-01-08,Verified,92.01,False,4.02,Valid document
DOC00975,USER7514,Bank Statement,2024-08-10,Rejected,34.38,False,3.81,Issues detected
DOC00976,USER9688,ID Card,2024-09-21,Rejected,45.62,True,1.8,Issues detected
DOC00977,USER8943,Utility Bill,2025-01-17,Verified,85.66,False,3.62,Valid document
DOC00978,USER9565,Passport,2024-07-25,Rejected,10.36,True,1.69,Issues detected
DOC00979,USER2447,Passport,2025-03-15,Rejected,32.04,False,4.91,Issues detected
DOC00980,USER3759,Utility Bill,2025-03-23,Manual Review,53.09,False,2.66,Issues detected
DOC00981,USER5744,Utility Bill,2024-10-22,Verified,93.87,False,3.49,Valid document
DOC00982,USER3493,ID Card,2024-10-12,Manual Review,57.23,True,3.01,Issues detected
DOC00983,USER9624,Passport,2024-09-26,Manual Review,50.73,False,2.57,Issues detected
DOC00984,USER8265,Utility Bill,2024-07-02,Rejected,31.47,False,2.31,Issues detected
DOC00985,USER9356,Passport,2024-09-25,Verified,84.5,False,1.36,Valid document
DOC00986,USER9951,ID Card,2025-03-15,Manual Review,54.56,True,2.12,Issues detected
DOC00987,USER3270,Passport,2025-01-09,Verified,84.95,False,1.38,Valid document
DOC00988,USER5812,Passport,2024-11-02,Manual Review,64.45,False,3.51,Issues detected
DOC00989,USER6699,Passport,2024-06-27,Verified,89.37,False,2.77,Valid document
DOC00990,USER1058,Passport,2024-08-08,Rejected,30.1,True,1.92,Issues detected
DOC00991,USER9664,Driver's License,2025-02-27,Manual Review,52.87,True,2.58,Issues detected
DOC00992,USER4301,Passport,2024-05-13,Manual Review,55.33,False,4.88,Issues detected
DOC00993,USER1782,Bank Statement,2024-06-07,Verified,94.43,False,2.63,Valid document
DOC00994,USER9742,Bank Statement,2024-05-26,Rejected,21.11,True,0.72,Issues detected
DOC00995,USER1108,Driver's License,2024-06-22,Manual Review,78.28,True,0.72,Issues detected
DOC00996,USER6738,Driver's License,2024-11-22,Manual Review,57.63,True,3.33,Issues detected
DOC00997,USER3310,Utility Bill,2024-11-09,Manual Review,76.93,False,3.6,Issues detected
DOC00998,USER7616,Passport,2025-01-09,Rejected,35.43,False,3.56,Issues detected
DOC00999,USER8418,ID Card,2025-02-13,Verified,91.97,False,3.92,Valid document
DOC01000,USER2512,Driver's License,2024-04-25,Verified,85.79,False,3.0,Valid document
